Country or Area,Element,Year,Unit,Value,Value Footnotes
Caribbean,Production,1975.0,t,2003.0,
Caribbean,Production,1974.0,t,2297.0,
Caribbean,Production,1973.0,t,1914.0,
Caribbean,Production,1972.0,t,1888.0,
Caribbean,Production,1971.0,t,2070.0,
Caribbean,Production,1970.0,t,2365.0,
Caribbean,Production,1969.0,t,2056.0,
Caribbean,Production,1968.0,t,1744.0,
Caribbean,Production,1967.0,t,1631.0,
Caribbean,Production,1966.0,t,1630.0,
Caribbean,Production,1965.0,t,1778.0,
Caribbean,Production,1964.0,t,932.0,
Caribbean,Production,1963.0,t,1029.0,
Caribbean,Production,1962.0,t,916.0,
Caribbean,Production,1961.0,t,627.0,
Central America,Gross Production Index Number (2014-2016 = 100),2021.0,Index,98.53,
Central America,Gross Production Index Number (2014-2016 = 100),2020.0,Index,98.88,
Central America,Gross Production Index Number (2014-2016 = 100),2019.0,Index,98.64,
Central America,Gross Production Index Number (2014-2016 = 100),2018.0,Index,97.75,
Central America,Gross Production Index Number (2014-2016 = 100),2017.0,Index,99.99,
Central America,Gross Production Index Number (2014-2016 = 100),2016.0,Index,98.47,
Central America,Gross Production Index Number (2014-2016 = 100),2015.0,Index,95.46,
Central America,Gross Production Index Number (2014-2016 = 100),2014.0,Index,106.08,
Central America,Gross Production Index Number (2014-2016 = 100),2013.0,Index,104.21,
Central America,Gross Production Index Number (2014-2016 = 100),2012.0,Index,97.08,
Central America,Gross Production Index Number (2014-2016 = 100),2011.0,Index,71.68,
Central America,Gross Production Index Number (2014-2016 = 100),2010.0,Index,62.65,
Central America,Gross Production Index Number (2014-2016 = 100),2009.0,Index,69.22,
Central America,Gross Production Index Number (2014-2016 = 100),2008.0,Index,73.03,
Central America,Gross Production Index Number (2014-2016 = 100),2007.0,Index,77.35,
Central America,Gross Production Index Number (2014-2016 = 100),2006.0,Index,85.9,
Central America,Gross Production Index Number (2014-2016 = 100),2005.0,Index,88.13,
Central America,Gross Production Index Number (2014-2016 = 100),2004.0,Index,78.97,
Central America,Gross Production Index Number (2014-2016 = 100),2003.0,Index,79.13,
Central America,Gross Production Index Number (2014-2016 = 100),2002.0,Index,53.07,
Central America,Gross Production Index Number (2014-2016 = 100),2001.0,Index,44.95,
Central America,Gross Production Index Number (2014-2016 = 100),2000.0,Index,43.48,
Central America,Gross Production Index Number (2014-2016 = 100),1999.0,Index,40.95,
Central America,Gross Production Index Number (2014-2016 = 100),1998.0,Index,49.63,
Central America,Gross Production Index Number (2014-2016 = 100),1997.0,Index,59.01,
Central America,Gross Production Index Number (2014-2016 = 100),1996.0,Index,59.38,
Central America,Gross Production Index Number (2014-2016 = 100),1995.0,Index,43.49,
Central America,Gross Production Index Number (2014-2016 = 100),1994.0,Index,41.57,
Central America,Gross Production Index Number (2014-2016 = 100),1993.0,Index,36.1,
Central America,Gross Production Index Number (2014-2016 = 100),1992.0,Index,35.34,
Central America,Gross Production Index Number (2014-2016 = 100),1991.0,Index,34.61,
Central America,Gross Production Index Number (2014-2016 = 100),1990.0,Index,32.38,
Central America,Gross Production Index Number (2014-2016 = 100),1989.0,Index,32.4,
Central America,Gross Production Index Number (2014-2016 = 100),1988.0,Index,33.51,
Central America,Gross Production Index Number (2014-2016 = 100),1987.0,Index,30.55,
Central America,Gross Production Index Number (2014-2016 = 100),1986.0,Index,25.51,
Central America,Gross Production Index Number (2014-2016 = 100),1985.0,Index,20.28,
Central America,Gross Production Index Number (2014-2016 = 100),1984.0,Index,20.01,
Central America,Gross Production Index Number (2014-2016 = 100),1983.0,Index,21.29,
Central America,Gross Production Index Number (2014-2016 = 100),1982.0,Index,17.25,
Central America,Gross Production Index Number (2014-2016 = 100),1981.0,Index,13.7,
Central America,Gross Production Index Number (2014-2016 = 100),1980.0,Index,13.64,
Central America,Gross Production Index Number (2014-2016 = 100),1979.0,Index,9.37,
Central America,Gross Production Index Number (2014-2016 = 100),1978.0,Index,12.65,
Central America,Gross Production Index Number (2014-2016 = 100),1977.0,Index,9.97,
Central America,Gross Production Index Number (2014-2016 = 100),1976.0,Index,5.56,
Central America,Gross Production Index Number (2014-2016 = 100),1975.0,Index,5.0,
Central America,Gross Production Index Number (2014-2016 = 100),1974.0,Index,4.2,
Central America,Gross Production Index Number (2014-2016 = 100),1973.0,Index,3.7,
Central America,Gross Production Index Number (2014-2016 = 100),1972.0,Index,2.07,
Central America,Gross Production Index Number (2014-2016 = 100),1971.0,Index,1.95,
Central America,Gross Production Index Number (2014-2016 = 100),1970.0,Index,2.67,
Central America,Gross Production Index Number (2014-2016 = 100),1969.0,Index,2.07,
Central America,Gross Production Index Number (2014-2016 = 100),1968.0,Index,1.67,
Central America,Gross Production Index Number (2014-2016 = 100),1967.0,Index,1.44,
Central America,Gross Production Index Number (2014-2016 = 100),1966.0,Index,1.2,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2021.0,Index,92.68,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2020.0,Index,93.7,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2019.0,Index,94.3,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2018.0,Index,94.37,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2017.0,Index,97.57,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2016.0,Index,97.22,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2015.0,Index,95.41,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2014.0,Index,107.37,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2013.0,Index,106.88,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2012.0,Index,100.95,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2011.0,Index,75.63,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2010.0,Index,67.09,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2009.0,Index,75.16,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2008.0,Index,80.39,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2007.0,Index,86.32,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2006.0,Index,97.23,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2005.0,Index,101.19,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2004.0,Index,92.05,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2003.0,Index,93.66,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2002.0,Index,63.8,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2001.0,Index,54.92,
Central America,Gross per capita Production Index Number (2014-2016 = 100),2000.0,Index,54.0,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1999.0,Index,51.71,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1998.0,Index,63.78,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1997.0,Index,77.19,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1996.0,Index,79.11,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1995.0,Index,59.03,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1994.0,Index,57.54,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1993.0,Index,50.98,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1992.0,Index,50.93,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1991.0,Index,50.91,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1990.0,Index,48.64,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1989.0,Index,49.65,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1988.0,Index,52.33,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1987.0,Index,48.63,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1986.0,Index,41.4,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1985.0,Index,33.57,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1984.0,Index,33.79,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1983.0,Index,36.73,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1982.0,Index,30.38,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1981.0,Index,24.64,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1980.0,Index,25.09,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1979.0,Index,17.7,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1978.0,Index,24.55,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1977.0,Index,19.9,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1976.0,Index,11.42,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1975.0,Index,10.57,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1974.0,Index,9.14,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1973.0,Index,8.3,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1972.0,Index,4.79,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1971.0,Index,4.65,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1970.0,Index,6.55,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1969.0,Index,5.24,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1968.0,Index,4.37,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1967.0,Index,3.89,
Central America,Gross per capita Production Index Number (2014-2016 = 100),1966.0,Index,3.35,
Central America,Area harvested,2021.0,ha,77826.0,
Central America,Area harvested,2020.0,ha,77406.0,
Central America,Area harvested,2019.0,ha,76965.0,
Central America,Area harvested,2018.0,ha,77813.0,
Central America,Area harvested,2017.0,ha,74788.0,
Central America,Area harvested,2016.0,ha,75054.0,
Central America,Area harvested,2015.0,ha,75193.0,
Central America,Area harvested,2014.0,ha,73486.0,
Central America,Area harvested,2013.0,ha,70110.0,
Central America,Area harvested,2012.0,ha,66157.0,
Central America,Area harvested,2011.0,ha,64510.0,
Central America,Area harvested,2010.0,ha,63220.0,
Central America,Area harvested,2009.0,ha,65851.0,
Central America,Area harvested,2008.0,ha,70310.0,
Central America,Area harvested,2007.0,ha,78579.0,
Central America,Area harvested,2006.0,ha,83502.0,
Central America,Area harvested,2005.0,ha,88250.0,
Central America,Area harvested,2004.0,ha,79100.0,
Central America,Area harvested,2003.0,ha,79395.0,
Central America,Area harvested,2002.0,ha,53050.0,
Central America,Area harvested,2001.0,ha,44860.0,
Central America,Area harvested,2000.0,ha,43622.0,
Central America,Area harvested,1999.0,ha,42700.0,
Central America,Area harvested,1998.0,ha,50600.0,
Central America,Area harvested,1997.0,ha,49476.0,
Central America,Area harvested,1996.0,ha,48990.0,
Central America,Area harvested,1995.0,ha,49092.0,
Central America,Area harvested,1994.0,ha,49000.0,
Central America,Area harvested,1993.0,ha,46640.0,
Central America,Area harvested,1992.0,ha,44470.0,
Central America,Area harvested,1991.0,ha,44480.0,
Central America,Area harvested,1990.0,ha,44550.0,
Central America,Area harvested,1989.0,ha,44500.0,
Central America,Area harvested,1988.0,ha,44150.0,
Central America,Area harvested,1987.0,ha,42890.0,
Central America,Area harvested,1986.0,ha,39740.0,
Central America,Area harvested,1985.0,ha,33250.0,
Central America,Area harvested,1984.0,ha,33250.0,
Central America,Area harvested,1983.0,ha,30030.0,
Central America,Area harvested,1982.0,ha,27510.0,
Central America,Area harvested,1981.0,ha,23870.0,
Central America,Area harvested,1980.0,ha,23310.0,
Central America,Area harvested,1979.0,ha,17710.0,
Central America,Area harvested,1978.0,ha,23800.0,
Central America,Area harvested,1977.0,ha,18830.0,
Central America,Area harvested,1976.0,ha,10500.0,
Central America,Area harvested,1975.0,ha,9450.0,
Central America,Area harvested,1974.0,ha,9170.0,
Central America,Area harvested,1973.0,ha,10500.0,
Central America,Area harvested,1972.0,ha,9800.0,
Central America,Yield,2021.0,100 g/ha,4650.0,
Central America,Yield,2020.0,100 g/ha,4692.0,
Central America,Yield,2019.0,100 g/ha,4707.0,
Central America,Yield,2018.0,100 g/ha,4614.0,
Central America,Yield,2017.0,100 g/ha,4911.0,
Central America,Yield,2016.0,100 g/ha,4819.0,
Central America,Yield,2015.0,100 g/ha,4663.0,
Central America,Yield,2014.0,100 g/ha,5302.0,
Central America,Yield,2013.0,100 g/ha,5459.0,
Central America,Yield,2012.0,100 g/ha,5389.0,
Central America,Yield,2011.0,100 g/ha,4081.0,
Central America,Yield,2010.0,100 g/ha,3640.0,
Central America,Yield,2009.0,100 g/ha,3861.0,
Central America,Yield,2008.0,100 g/ha,3815.0,
Central America,Yield,2007.0,100 g/ha,3615.0,
Central America,Yield,2006.0,100 g/ha,3778.0,
Central America,Yield,2005.0,100 g/ha,3668.0,
Central America,Yield,2004.0,100 g/ha,3667.0,
Central America,Yield,2003.0,100 g/ha,3661.0,
Central America,Yield,2002.0,100 g/ha,3674.0,
Central America,Yield,2001.0,100 g/ha,3681.0,
Central America,Yield,2000.0,100 g/ha,3661.0,
Central America,Yield,1999.0,100 g/ha,3522.0,
Central America,Yield,1998.0,100 g/ha,3603.0,
Central America,Yield,1997.0,100 g/ha,4381.0,
Central America,Yield,1996.0,100 g/ha,4452.0,
Central America,Yield,1995.0,100 g/ha,3254.0,
Central America,Yield,1994.0,100 g/ha,3116.0,
Central America,Yield,1993.0,100 g/ha,2843.0,
Central America,Yield,1992.0,100 g/ha,2919.0,
Central America,Yield,1991.0,100 g/ha,2857.0,
Central America,Yield,1990.0,100 g/ha,2670.0,
Central America,Yield,1989.0,100 g/ha,2674.0,
Central America,Yield,1988.0,100 g/ha,2788.0,
Central America,Yield,1987.0,100 g/ha,2616.0,
Central America,Yield,1986.0,100 g/ha,2358.0,
Central America,Yield,1985.0,100 g/ha,2241.0,
Central America,Yield,1984.0,100 g/ha,2210.0,
Central America,Yield,1983.0,100 g/ha,2604.0,
Central America,Yield,1982.0,100 g/ha,2302.0,
Central America,Yield,1981.0,100 g/ha,2107.0,
Central America,Yield,1980.0,100 g/ha,2148.0,
Central America,Yield,1979.0,100 g/ha,1944.0,
Central America,Yield,1978.0,100 g/ha,1952.0,
Central America,Yield,1977.0,100 g/ha,1944.0,
Central America,Yield,1976.0,100 g/ha,1944.0,
Central America,Yield,1975.0,100 g/ha,1944.0,
Central America,Yield,1974.0,100 g/ha,1682.0,
Central America,Yield,1973.0,100 g/ha,1295.0,
Central America,Yield,1972.0,100 g/ha,778.0,
Central America,Production,2021.0,t,36188.21,
Central America,Production,2020.0,t,36317.62,
Central America,Production,2019.0,t,36230.05,
Central America,Production,2018.0,t,35903.47,
Central America,Production,2017.0,t,36725.65,
Central America,Production,2016.0,t,36165.46,
Central America,Production,2015.0,t,35059.31,
Central America,Production,2014.0,t,38960.41,
Central America,Production,2013.0,t,38274.27,
Central America,Production,2012.0,t,35655.07,
Central America,Production,2011.0,t,26327.4,
Central America,Production,2010.0,t,23010.77,
Central America,Production,2009.0,t,25421.82,
Central America,Production,2008.0,t,26824.49,
Central America,Production,2007.0,t,28408.61,
Central America,Production,2006.0,t,31550.0,
Central America,Production,2005.0,t,32367.68,
Central America,Production,2004.0,t,29005.71,
Central America,Production,2003.0,t,29063.68,
Central America,Production,2002.0,t,19490.0,
Central America,Production,2001.0,t,16511.0,
Central America,Production,2000.0,t,15970.0,
Central America,Production,1999.0,t,15040.0,
Central America,Production,1998.0,t,18230.0,
Central America,Production,1997.0,t,21673.46,
Central America,Production,1996.0,t,21810.0,
Central America,Production,1995.0,t,15971.97,
Central America,Production,1994.0,t,15268.0,
Central America,Production,1993.0,t,13260.0,
Central America,Production,1992.0,t,12980.0,
Central America,Production,1991.0,t,12710.0,
Central America,Production,1990.0,t,11893.0,
Central America,Production,1989.0,t,11900.0,
Central America,Production,1988.0,t,12307.0,
Central America,Production,1987.0,t,11219.0,
Central America,Production,1986.0,t,9370.0,
Central America,Production,1985.0,t,7450.0,
Central America,Production,1984.0,t,7348.0,
Central America,Production,1983.0,t,7820.0,
Central America,Production,1982.0,t,6334.0,
Central America,Production,1981.0,t,5030.0,
Central America,Production,1980.0,t,5008.0,
Central America,Production,1979.0,t,3443.0,
Central America,Production,1978.0,t,4645.0,
Central America,Production,1977.0,t,3660.0,
Central America,Production,1976.0,t,2041.0,
Central America,Production,1975.0,t,1837.0,
Central America,Production,1974.0,t,1542.0,
Central America,Production,1973.0,t,1360.0,
Central America,Production,1972.0,t,762.0,
Central America,Production,1971.0,t,718.0,
Central America,Production,1970.0,t,980.0,
Central America,Production,1969.0,t,760.0,
Central America,Production,1968.0,t,615.0,
Central America,Production,1967.0,t,530.0,
Central America,Production,1966.0,t,442.0,
Dominica,Gross Production Index Number (2014-2016 = 100),2021.0,Index,101.78,
Dominica,Gross Production Index Number (2014-2016 = 100),2020.0,Index,102.3,
Dominica,Gross Production Index Number (2014-2016 = 100),2019.0,Index,101.61,
Dominica,Gross Production Index Number (2014-2016 = 100),2018.0,Index,101.44,
Dominica,Gross Production Index Number (2014-2016 = 100),2017.0,Index,103.85,
Dominica,Gross Production Index Number (2014-2016 = 100),2016.0,Index,99.56,
Dominica,Gross Production Index Number (2014-2016 = 100),2015.0,Index,100.9,
Dominica,Gross Production Index Number (2014-2016 = 100),2014.0,Index,99.54,
Dominica,Gross Production Index Number (2014-2016 = 100),2013.0,Index,98.24,
Dominica,Gross Production Index Number (2014-2016 = 100),2012.0,Index,89.31,
Dominica,Gross Production Index Number (2014-2016 = 100),2011.0,Index,89.31,
Dominica,Gross Production Index Number (2014-2016 = 100),2010.0,Index,89.31,
Dominica,Gross Production Index Number (2014-2016 = 100),2009.0,Index,71.45,
Dominica,Gross Production Index Number (2014-2016 = 100),2008.0,Index,73.74,
Dominica,Gross Production Index Number (2014-2016 = 100),2007.0,Index,44.65,
Dominica,Gross Production Index Number (2014-2016 = 100),2006.0,Index,44.65,
Dominica,Gross Production Index Number (2014-2016 = 100),2005.0,Index,35.72,
Dominica,Gross Production Index Number (2014-2016 = 100),2004.0,Index,38.22,
Dominica,Gross Production Index Number (2014-2016 = 100),2003.0,Index,44.65,
Dominica,Gross Production Index Number (2014-2016 = 100),2002.0,Index,35.72,
Dominica,Gross Production Index Number (2014-2016 = 100),2001.0,Index,18.42,
Dominica,Gross Production Index Number (2014-2016 = 100),2000.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1999.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1998.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1997.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1996.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1995.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1994.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1993.0,Index,35.72,
Dominica,Gross Production Index Number (2014-2016 = 100),1992.0,Index,17.86,
Dominica,Gross Production Index Number (2014-2016 = 100),1991.0,Index,35.72,
Dominica,Gross Production Index Number (2014-2016 = 100),1990.0,Index,35.72,
Dominica,Gross Production Index Number (2014-2016 = 100),1989.0,Index,26.79,
Dominica,Gross Production Index Number (2014-2016 = 100),1988.0,Index,26.79,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2021.0,Index,98.14,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2020.0,Index,99.21,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2019.0,Index,99.32,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2018.0,Index,100.0,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2017.0,Index,102.98,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2016.0,Index,99.19,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2015.0,Index,100.63,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2014.0,Index,100.18,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2013.0,Index,99.66,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2012.0,Index,90.51,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2011.0,Index,90.7,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2010.0,Index,90.69,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2009.0,Index,72.52,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2008.0,Index,74.85,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2007.0,Index,45.33,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2006.0,Index,45.35,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2005.0,Index,36.32,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2004.0,Index,38.91,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2003.0,Index,45.55,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2002.0,Index,36.54,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2001.0,Index,18.87,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),2000.0,Index,18.25,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1999.0,Index,18.15,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1998.0,Index,18.09,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1997.0,Index,18.05,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1996.0,Index,18.03,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1995.0,Index,18.02,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1994.0,Index,18.02,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1993.0,Index,36.06,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1992.0,Index,18.04,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1991.0,Index,36.07,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1990.0,Index,35.9,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1989.0,Index,26.73,
Dominica,Gross per capita Production Index Number (2014-2016 = 100),1988.0,Index,26.57,
Dominica,Area harvested,2021.0,ha,7.0,
Dominica,Area harvested,2020.0,ha,7.0,
Dominica,Area harvested,2019.0,ha,7.0,
Dominica,Area harvested,2018.0,ha,7.0,
Dominica,Area harvested,2017.0,ha,7.0,
Dominica,Area harvested,2016.0,ha,7.0,
Dominica,Area harvested,2015.0,ha,7.0,
Dominica,Area harvested,2014.0,ha,7.0,
Dominica,Area harvested,2013.0,ha,7.0,
Dominica,Area harvested,2012.0,ha,6.0,
Dominica,Area harvested,2011.0,ha,6.0,
Dominica,Area harvested,2010.0,ha,6.0,
Dominica,Area harvested,2009.0,ha,4.0,
Dominica,Area harvested,2008.0,ha,4.0,
Dominica,Area harvested,2007.0,ha,2.0,
Dominica,Area harvested,2006.0,ha,2.0,
Dominica,Area harvested,2005.0,ha,2.0,
Dominica,Area harvested,2004.0,ha,2.0,
Dominica,Area harvested,2003.0,ha,2.0,
Dominica,Area harvested,2002.0,ha,2.0,
Dominica,Area harvested,2001.0,ha,1.0,
Dominica,Area harvested,2000.0,ha,1.0,
Dominica,Area harvested,1999.0,ha,1.0,
Dominica,Area harvested,1998.0,ha,1.0,
Dominica,Area harvested,1997.0,ha,1.0,
Dominica,Area harvested,1996.0,ha,1.0,
Dominica,Area harvested,1995.0,ha,1.0,
Dominica,Area harvested,1994.0,ha,1.0,
Dominica,Area harvested,1993.0,ha,2.0,
Dominica,Area harvested,1992.0,ha,1.0,
Dominica,Area harvested,1991.0,ha,2.0,
Dominica,Area harvested,1990.0,ha,2.0,
Dominica,Area harvested,1989.0,ha,2.0,
Dominica,Area harvested,1988.0,ha,2.0,
Dominica,Yield,2021.0,100 g/ha,16431.0,
Dominica,Yield,2020.0,100 g/ha,16529.0,
Dominica,Yield,2019.0,100 g/ha,16416.0,
Dominica,Yield,2018.0,100 g/ha,16348.0,
Dominica,Yield,2017.0,100 g/ha,16823.0,
Dominica,Yield,2016.0,100 g/ha,16077.0,
Dominica,Yield,2015.0,100 g/ha,16148.0,
Dominica,Yield,2014.0,100 g/ha,16378.0,
Dominica,Yield,2013.0,100 g/ha,15714.0,
Dominica,Yield,2012.0,100 g/ha,16667.0,
Dominica,Yield,2011.0,100 g/ha,16667.0,
Dominica,Yield,2010.0,100 g/ha,16667.0,
Dominica,Yield,2009.0,100 g/ha,19821.0,
Dominica,Yield,2008.0,100 g/ha,20642.0,
Dominica,Yield,2007.0,100 g/ha,25000.0,
Dominica,Yield,2006.0,100 g/ha,25000.0,
Dominica,Yield,2005.0,100 g/ha,20000.0,
Dominica,Yield,2004.0,100 g/ha,21397.0,
Dominica,Yield,2003.0,100 g/ha,25000.0,
Dominica,Yield,2002.0,100 g/ha,20000.0,
Dominica,Yield,2001.0,100 g/ha,20629.0,
Dominica,Yield,2000.0,100 g/ha,20000.0,
Dominica,Yield,1999.0,100 g/ha,20000.0,
Dominica,Yield,1998.0,100 g/ha,20000.0,
Dominica,Yield,1997.0,100 g/ha,20000.0,
Dominica,Yield,1996.0,100 g/ha,20000.0,
Dominica,Yield,1995.0,100 g/ha,20000.0,
Dominica,Yield,1994.0,100 g/ha,20000.0,
Dominica,Yield,1993.0,100 g/ha,20000.0,
Dominica,Yield,1992.0,100 g/ha,20000.0,
Dominica,Yield,1991.0,100 g/ha,20000.0,
Dominica,Yield,1990.0,100 g/ha,20000.0,
Dominica,Yield,1989.0,100 g/ha,15000.0,
Dominica,Yield,1988.0,100 g/ha,15000.0,
Dominica,Production,2021.0,t,11.4,
Dominica,Production,2020.0,t,11.45,
Dominica,Production,2019.0,t,11.38,
Dominica,Production,2018.0,t,11.36,
Dominica,Production,2017.0,t,11.63,
Dominica,Production,2016.0,t,11.15,
Dominica,Production,2015.0,t,11.3,
Dominica,Production,2014.0,t,11.15,
Dominica,Production,2013.0,t,11.0,
Dominica,Production,2012.0,t,10.0,
Dominica,Production,2011.0,t,10.0,
Dominica,Production,2010.0,t,10.0,
Dominica,Production,2009.0,t,8.0,
Dominica,Production,2008.0,t,8.26,
Dominica,Production,2007.0,t,5.0,
Dominica,Production,2006.0,t,5.0,
Dominica,Production,2005.0,t,4.0,
Dominica,Production,2004.0,t,4.28,
Dominica,Production,2003.0,t,5.0,
Dominica,Production,2002.0,t,4.0,
Dominica,Production,2001.0,t,2.06,
Dominica,Production,2000.0,t,2.0,
Dominica,Production,1999.0,t,2.0,
Dominica,Production,1998.0,t,2.0,
Dominica,Production,1997.0,t,2.0,
Dominica,Production,1996.0,t,2.0,
Dominica,Production,1995.0,t,2.0,
Dominica,Production,1994.0,t,2.0,
Dominica,Production,1993.0,t,4.0,
Dominica,Production,1992.0,t,2.0,
Dominica,Production,1991.0,t,4.0,
Dominica,Production,1990.0,t,4.0,
Dominica,Production,1989.0,t,3.0,
Dominica,Production,1988.0,t,3.0,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2021.0,Index,97.82,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2020.0,Index,98.29,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2019.0,Index,98.89,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2018.0,Index,99.9,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2017.0,Index,102.87,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2016.0,Index,101.71,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2015.0,Index,99.77,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2014.0,Index,98.52,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2013.0,Index,96.72,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2012.0,Index,94.1,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2011.0,Index,104.45,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2010.0,Index,114.0,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2009.0,Index,120.35,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2008.0,Index,133.74,
Eastern Africa,Gross Production Index Number (2014-2016 = 100),2007.0,Index,129.3,
